0: red=255, green=255, blue=255, opacity=0
8454: red=73, green=97, blue=156, opacity=0
8455: red=84, green=103, blue=155, opacity=0
8456: red=105, green=124, blue=172, opacity=0
8457: red=133, green=159, blue=202, opacity=0
8458: red=113, green=134, blue=184, opacity=0
8459: red=29, green=67, blue=142, opacity=0
8460: red=84, green=107, blue=165, opacity=0
8461: red=170, green=179, blue=202, opacity=0
8462: red=105, green=131, blue=182, opacity=0
8463: red=152, green=173, blue=209, opacity=0
8464: red=149, green=167, blue=198, opacity=0
8465: red=133, green=154, blue=189, opacity=0
8466: red=65, green=81, blue=146, opacity=0
8467: red=19, green=48, blue=119, opacity=0
8468: red=56, green=84, blue=152, opacity=0
8469: red=51, green=72, blue=137, opacity=0
8470: red=13, green=49, blue=125, opacity=0
8471: red=40, green=73, blue=146, opacity=0
8472: red=96, green=116, blue=172, opacity=0
8473: red=67, green=90, blue=151, opacity=0
8474: red=21, green=49, blue=130, opacity=0
8475: red=26, green=53, blue=131, opacity=0
8476: red=67, green=90, blue=151, opacity=0
8477: red=53, green=70, blue=116, opacity=0
8478: red=17, green=53, blue=128, opacity=0
8479: red=40, green=67, blue=136, opacity=0
8480: red=73, green=97, blue=156, opacity=0
8481: red=33, green=63, blue=127, opacity=0
8482: red=20, green=50, blue=125, opacity=0
8483: red=73, green=97, blue=156, opacity=0
8484: red=27, green=57, blue=131, opacity=0
8485: red=18, green=54, blue=133, opacity=0
8486: red=57, green=90, blue=160, opacity=0
8487: red=79, green=109, blue=173, opacity=0
8488: red=27, green=60, blue=137, opacity=0
8489: red=18, green=56, blue=132, opacity=0
8490: red=84, green=107, blue=165, opacity=0
8491: red=40, green=73, blue=146, opacity=0
8492: red=27, green=60, blue=137, opacity=0
8493: red=21, green=53, blue=130, opacity=0
8494: red=138, green=151, blue=189, opacity=0
8495: red=255, green=255, blue=255, opacity=0
8496: red=255, green=255, blue=255, opacity=0
8497: red=148, green=158, blue=187, opacity=0
8498: red=114, green=138, blue=181, opacity=0
8499: red=132, green=146, blue=181, opacity=0
8500: red=108, green=130, blue=173, opacity=0
8501: red=90, green=120, blue=180, opacity=0
8502: red=219, green=227, blue=237, opacity=0
8503: red=126, green=145, blue=176, opacity=0
8504: red=84, green=103, blue=155, opacity=0
8505: red=139, green=164, blue=208, opacity=0
8506: red=97, green=122, blue=172, opacity=0
8507: red=120, green=136, blue=186, opacity=0
8508: red=126, green=144, blue=193, opacity=0
8509: red=103, green=119, blue=171, opacity=0
8510: red=108, green=130, blue=173, opacity=0
8511: red=100, green=124, blue=181, opacity=0
8512: red=121, green=142, blue=187, opacity=0
8513: red=89, green=114, blue=169, opacity=0
8514: red=29, green=67, blue=142, opacity=0
8515: red=84, green=107, blue=165, opacity=0
8516: red=74, green=102, blue=165, opacity=0
8517: red=17, green=49, blue=129, opacity=0
8518: red=19, green=54, blue=135, opacity=0
8519: red=35, green=61, blue=132, opacity=0
8520: red=148, green=158, blue=187, opacity=0
8521: red=132, green=155, blue=197, opacity=0
8522: red=62, green=78, blue=139, opacity=0
8523: red=195, green=201, blue=219, opacity=0
8524: red=57, green=81, blue=142, opacity=0
8525: red=96, green=99, blue=92, opacity=0
8526: red=159, green=142, blue=84, opacity=0
8527: red=28, green=56, blue=125, opacity=0
8528: red=13, green=49, blue=125, opacity=0
8529: red=16, green=49, blue=133, opacity=0
8530: red=16, green=54, blue=136, opacity=0
8531: red=18, green=52, blue=132, opacity=0
8532: red=21, green=55, blue=126, opacity=0
8533: red=18, green=56, blue=132, opacity=0
8534: red=13, green=49, blue=125, opacity=0
8535: red=18, green=52, blue=132, opacity=0
8536: red=16, green=54, blue=133, opacity=0
8537: red=16, green=54, blue=136, opacity=0
8538: red=18, green=56, blue=132, opacity=0
8539: red=18, green=54, blue=133, opacity=0
8540: red=19, green=45, blue=121, opacity=0
8541: red=29, green=55, blue=118, opacity=0
8542: red=19, green=54, blue=135, opacity=0
8543: red=26, green=53, blue=131, opacity=0
8544: red=21, green=55, blue=126, opacity=0
8545: red=18, green=56, blue=132, opacity=0
8546: red=19, green=54, blue=135, opacity=0
8547: red=29, green=55, blue=118, opacity=0
8548: red=214, green=218, blue=231, opacity=0
8549: red=252, green=253, blue=244, opacity=0
8550: red=254, green=251, blue=250, opacity=0
8551: red=255, green=255, blue=255, opacity=0
8552: red=255, green=255, blue=255, opacity=0
8553: red=255, green=255, blue=255, opacity=0
8554: red=255, green=255, blue=255, opacity=0
8555: red=255, green=255, blue=255, opacity=0
8556: red=255, green=255, blue=255, opacity=0
8557: red=255, green=255, blue=255, opacity=0
8558: red=255, green=255, blue=255, opacity=0
8559: red=255, green=255, blue=255, opacity=0
8560: red=178, green=184, blue=204, opacity=0
8561: red=26, green=51, blue=124, opacity=0
8562: red=11, green=44, blue=122, opacity=0
8563: red=18, green=54, blue=133, opacity=0
8564: red=18, green=54, blue=133, opacity=0
8565: red=21, green=54, blue=133, opacity=0
8566: red=16, green=54, blue=133, opacity=0
8567: red=26, green=51, blue=124, opacity=0
8568: red=21, green=54, blue=133, opacity=0
8569: red=16, green=54, blue=133, opacity=0
8570: red=16, green=54, blue=133, opacity=0
8571: red=16, green=54, blue=136, opacity=0
8572: red=18, green=56, blue=132, opacity=0
8573: red=18, green=54, blue=133, opacity=0
8574: red=19, green=45, blue=121, opacity=0
8575: red=29, green=55, blue=118, opacity=0
8576: red=19, green=54, blue=135, opacity=0
8577: red=26, green=53, blue=131, opacity=0
8578: red=21, green=55, blue=126, opacity=0
8579: red=18, green=56, blue=132, opacity=0
8580: red=19, green=54, blue=135, opacity=0
8581: red=11, green=46, blue=130, opacity=0
8582: red=102, green=103, blue=100, opacity=0
8583: red=156, green=146, blue=93, opacity=0
8584: red=28, green=56, blue=125, opacity=0
8585: red=13, green=49, blue=125, opacity=0
8586: red=16, green=49, blue=133, opacity=0
8587: red=84, green=107, blue=165, opacity=0
8588: red=89, green=114, blue=169, opacity=0
8589: red=26, green=50, blue=117, opacity=0
8590: red=73, green=97, blue=156, opacity=0
8591: red=33, green=63, blue=127, opacity=0
8592: red=84, green=107, blue=165, opacity=0
8593: red=50, green=77, blue=146, opacity=0
8594: red=35, green=61, blue=132, opacity=0
8595: red=113, green=134, blue=184, opacity=0
8596: red=163, green=171, blue=191, opacity=0
8597: red=132, green=146, blue=181, opacity=0
8598: red=132, green=146, blue=181, opacity=0
8599: red=157, green=170, blue=196, opacity=0
8600: red=149, green=167, blue=198, opacity=0
8601: red=133, green=154, blue=189, opacity=0
8602: red=106, green=136, blue=191, opacity=0
8603: red=84, green=107, blue=165, opacity=0
8604: red=27, green=60, blue=137, opacity=0
8605: red=84, green=107, blue=165, opacity=0
8606: red=170, green=179, blue=202, opacity=0
8607: red=105, green=131, blue=182, opacity=0
8608: red=148, green=169, blue=205, opacity=0
8609: red=155, green=171, blue=204, opacity=0
8610: red=133, green=159, blue=202, opacity=0
8611: red=57, green=81, blue=142, opacity=0
8612: red=26, green=51, blue=124, opacity=0
8613: red=66, green=93, blue=160, opacity=0
8614: red=56, green=84, blue=152, opacity=0
8615: red=13, green=49, blue=125, opacity=0
8616: red=56, green=84, blue=152, opacity=0
8617: red=105, green=131, blue=182, opacity=0
8618: red=67, green=90, blue=151, opacity=0
8619: red=17, green=49, blue=129, opacity=0
8620: red=17, green=53, blue=128, opacity=0
8621: red=57, green=90, blue=160, opacity=0
8622: red=40, green=67, blue=136, opacity=0
8623: red=17, green=49, blue=129, opacity=0
8624: red=40, green=67, blue=136, opacity=0
8625: red=67, green=85, blue=140, opacity=0
8626: red=21, green=54, blue=133, opacity=0
8627: red=33, green=63, blue=127, opacity=0
8628: red=73, green=97, blue=156, opacity=0
8629: red=33, green=63, blue=127, opacity=0
8630: red=20, green=50, blue=125, opacity=0
8631: red=73, green=97, blue=156, opacity=0
8632: red=79, green=109, blue=173, opacity=0
8633: red=27, green=60, blue=137, opacity=0
8634: red=26, green=51, blue=124, opacity=0
8635: red=110, green=127, blue=178, opacity=0
8636: red=56, green=84, blue=152, opacity=0
8637: red=19, green=45, blue=121, opacity=0
8638: red=21, green=53, blue=130, opacity=0
8639: red=132, green=148, blue=187, opacity=0
8640: red=248, green=247, blue=250, opacity=0
8641: red=250, green=253, blue=250, opacity=0
8642: red=155, green=165, blue=194, opacity=0
8643: red=132, green=148, blue=187, opacity=0
8644: red=122, green=140, blue=180, opacity=0
8645: red=97, green=122, blue=172, opacity=0
8646: red=90, green=120, blue=180, opacity=0
8647: red=219, green=227, blue=237, opacity=0
8648: red=132, green=148, blue=187, opacity=0
8649: red=57, green=81, blue=142, opacity=0
8650: red=74, green=102, blue=165, opacity=0
8651: red=152, green=173, blue=209, opacity=0
8652: red=116, green=143, blue=194, opacity=0
8653: red=103, green=119, blue=171, opacity=0
8654: red=123, green=146, blue=187, opacity=0
8655: red=144, green=159, blue=195, opacity=0
8656: red=148, green=163, blue=196, opacity=0
8657: red=203, green=219, blue=237, opacity=0
8658: red=203, green=219, blue=237, opacity=0
8659: red=62, green=99, blue=169, opacity=0
8660: red=40, green=67, blue=136, opacity=0
8661: red=17, green=49, blue=129, opacity=0
8662: red=18, green=54, blue=133, opacity=0
8663: red=13, green=49, blue=125, opacity=0
8664: red=97, green=122, blue=172, opacity=0
8665: red=203, green=219, blue=237, opacity=0
8666: red=90, green=110, blue=160, opacity=0
8667: red=40, green=67, blue=136, opacity=0
8668: red=116, green=143, blue=194, opacity=0
8669: red=40, green=67, blue=136, opacity=0
8670: red=57, green=71, blue=108, opacity=0
8671: red=166, green=154, blue=100, opacity=0
8672: red=53, green=70, blue=116, opacity=0
8673: red=21, green=53, blue=130, opacity=0
8674: red=21, green=54, blue=133, opacity=0
8675: red=19, green=54, blue=135, opacity=0
8676: red=21, green=54, blue=133, opacity=0
8677: red=26, green=53, blue=131, opacity=0
8678: red=18, green=56, blue=132, opacity=0
8679: red=16, green=54, blue=133, opacity=0
8680: red=16, green=54, blue=136, opacity=0
8681: red=18, green=56, blue=132, opacity=0
8682: red=18, green=54, blue=133, opacity=0
8683: red=19, green=45, blue=121, opacity=0
8684: red=29, green=55, blue=118, opacity=0
8685: red=19, green=54, blue=135, opacity=0
8686: red=26, green=53, blue=131, opacity=0
8687: red=21, green=55, blue=126, opacity=0
8688: red=18, green=56, blue=132, opacity=0
8689: red=19, green=54, blue=135, opacity=0
8690: red=11, green=46, blue=130, opacity=0
8691: red=21, green=54, blue=133, opacity=0
8692: red=16, green=54, blue=133, opacity=0
8693: red=170, green=179, blue=202, opacity=0
8694: red=255, green=255, blue=255, opacity=0
8695: red=254, green=251, blue=250, opacity=0
8696: red=253, green=253, blue=255, opacity=0
8697: red=255, green=255, blue=255, opacity=0
8698: red=255, green=255, blue=255, opacity=0
8699: red=255, green=255, blue=255, opacity=0
8700: red=255, green=255, blue=255, opacity=0
8701: red=255, green=255, blue=255, opacity=0
8702: red=255, green=255, blue=255, opacity=0
8703: red=255, green=255, blue=255, opacity=0
8704: red=255, green=255, blue=255, opacity=0
8705: red=138, green=150, blue=181, opacity=0
8706: red=19, green=45, blue=121, opacity=0
8707: red=11, green=44, blue=122, opacity=0
8708: red=11, green=46, blue=130, opacity=0
8709: red=21, green=54, blue=133, opacity=0
8710: red=18, green=56, blue=132, opacity=0
8711: red=21, green=55, blue=126, opacity=0
8712: red=21, green=54, blue=133, opacity=0
8713: red=21, green=54, blue=133, opacity=0
8714: red=26, green=53, blue=131, opacity=0
8715: red=21, green=54, blue=133, opacity=0
8716: red=16, green=54, blue=133, opacity=0
8717: red=16, green=54, blue=133, opacity=0
8718: red=16, green=54, blue=136, opacity=0
8719: red=18, green=56, blue=132, opacity=0
8720: red=18, green=54, blue=133, opacity=0
8721: red=19, green=45, blue=121, opacity=0
8722: red=29, green=55, blue=118, opacity=0
8723: red=19, green=54, blue=135, opacity=0
8724: red=26, green=53, blue=131, opacity=0
8725: red=21, green=55, blue=126, opacity=0
8726: red=18, green=56, blue=132, opacity=0
8727: red=149, green=138, blue=88, opacity=0
8728: red=117, green=112, blue=112, opacity=0
8729: red=19, green=48, blue=119, opacity=0
8730: red=29, green=67, blue=142, opacity=0
8731: red=18, green=56, blue=136, opacity=0
8732: red=89, green=114, blue=169, opacity=0
8733: red=100, green=124, blue=181, opacity=0
8734: red=26, green=51, blue=124, opacity=0
8735: red=110, green=127, blue=178, opacity=0
8736: red=56, green=84, blue=152, opacity=0
8737: red=21, green=53, blue=130, opacity=0
8738: red=19, green=54, blue=135, opacity=0
8739: red=18, green=56, blue=132, opacity=0
8740: red=103, green=119, blue=171, opacity=0
8741: red=144, green=159, blue=195, opacity=0
8742: red=178, green=184, blue=204, opacity=0
8743: red=164, green=179, blue=210, opacity=0
8744: red=164, green=179, blue=210, opacity=0
8745: red=140, green=162, blue=200, opacity=0
8746: red=122, green=149, blue=195, opacity=0
8747: red=130, green=151, blue=193, opacity=0
8748: red=126, green=155, blue=205, opacity=0
8749: red=47, green=81, blue=151, opacity=0
8750: red=84, green=103, blue=155, opacity=0
8751: red=170, green=179, blue=202, opacity=0
8752: red=110, green=127, blue=178, opacity=0
8753: red=148, green=169, blue=205, opacity=0
8754: red=151, green=162, blue=188, opacity=0
8755: red=140, green=154, blue=187, opacity=0
8756: red=65, green=81, blue=146, opacity=0
8757: red=19, green=48, blue=119, opacity=0
8758: red=56, green=84, blue=152, opacity=0
8759: red=56, green=84, blue=152, opacity=0
8760: red=19, green=45, blue=121, opacity=0
8761: red=40, green=67, blue=136, opacity=0
8762: red=90, green=120, blue=180, opacity=0
8763: red=84, green=107, blue=165, opacity=0
8764: red=27, green=60, blue=137, opacity=0
8765: red=17, green=53, blue=128, opacity=0
8766: red=57, green=90, blue=160, opacity=0
8767: red=40, green=67, blue=136, opacity=0
8768: red=17, green=49, blue=129, opacity=0
8769: red=48, green=61, blue=116, opacity=0
8770: red=66, green=93, blue=160, opacity=0
8771: red=28, green=56, blue=125, opacity=0
8772: red=17, green=53, blue=128, opacity=0
8773: red=74, green=102, blue=165, opacity=0
8774: red=35, green=61, blue=132, opacity=0
8775: red=17, green=53, blue=128, opacity=0
8776: red=66, green=93, blue=160, opacity=0
8777: red=90, green=120, blue=180, opacity=0
8778: red=46, green=79, blue=141, opacity=0
8779: red=27, green=57, blue=131, opacity=0
8780: red=97, green=122, blue=172, opacity=0
8781: red=67, green=90, blue=151, opacity=0
8782: red=21, green=55, blue=126, opacity=0
8783: red=19, green=48, blue=119, opacity=0
8784: red=138, green=151, blue=189, opacity=0
8785: red=255, green=255, blue=253, opacity=0
8786: red=255, green=255, blue=255, opacity=0
8787: red=148, green=158, blue=187, opacity=0
8788: red=132, green=155, blue=197, opacity=0
8789: red=138, green=150, blue=181, opacity=0
8790: red=113, green=133, blue=178, opacity=0
8791: red=108, green=123, blue=162, opacity=0
8792: red=219, green=227, blue=237, opacity=0
8793: red=126, green=145, blue=176, opacity=0
8794: red=105, green=124, blue=172, opacity=0
8795: red=187, green=202, blue=227, opacity=0
8796: red=139, green=156, blue=194, opacity=0
8797: red=130, green=151, blue=193, opacity=0
8798: red=74, green=102, blue=165, opacity=0
8799: red=100, green=124, blue=181, opacity=0
8800: red=139, green=164, blue=208, opacity=0
8801: red=139, green=156, blue=194, opacity=0
8802: red=148, green=163, blue=196, opacity=0
8803: red=151, green=162, blue=188, opacity=0
8804: red=84, green=107, blue=165, opacity=0
8805: red=106, green=136, blue=191, opacity=0
8806: red=27, green=57, blue=131, opacity=0
8807: red=18, green=54, blue=133, opacity=0
8808: red=18, green=56, blue=132, opacity=0
8809: red=74, green=102, blue=165, opacity=0
8810: red=56, green=84, blue=152, opacity=0
8811: red=26, green=53, blue=131, opacity=0
8812: red=26, green=53, blue=131, opacity=0
8813: red=21, green=54, blue=133, opacity=0
8814: red=26, green=53, blue=131, opacity=0
8815: red=41, green=59, blue=111, opacity=0
8816: red=156, green=146, blue=93, opacity=0
8817: red=102, green=103, blue=100, opacity=0
8818: red=21, green=49, blue=134, opacity=0
8819: red=18, green=54, blue=133, opacity=0
8820: red=18, green=54, blue=133, opacity=0
8821: red=18, green=56, blue=132, opacity=0
8822: red=19, green=54, blue=135, opacity=0
8823: red=21, green=54, blue=133, opacity=0
8824: red=21, green=54, blue=133, opacity=0
8825: red=28, green=56, blue=125, opacity=0
8826: red=26, green=53, blue=131, opacity=0
8827: red=16, green=54, blue=136, opacity=0
8828: red=26, green=53, blue=131, opacity=0
8829: red=16, green=54, blue=136, opacity=0
8830: red=16, green=54, blue=133, opacity=0
8831: red=18, green=56, blue=136, opacity=0
8832: red=18, green=56, blue=136, opacity=0
8833: red=18, green=54, blue=133, opacity=0
8834: red=16, green=54, blue=133, opacity=0
8835: red=19, green=54, blue=135, opacity=0
8836: red=18, green=56, blue=132, opacity=0
8837: red=18, green=54, blue=133, opacity=0
8838: red=140, green=154, blue=187, opacity=0
8839: red=244, green=250, blue=252, opacity=0
8840: red=255, green=255, blue=255, opacity=0
8841: red=255, green=255, blue=255, opacity=0
8842: red=255, green=255, blue=255, opacity=0
8843: red=255, green=255, blue=255, opacity=0
8844: red=255, green=255, blue=255, opacity=0
8845: red=255, green=255, blue=255, opacity=0
8846: red=255, green=255, blue=255, opacity=0
8847: red=255, green=255, blue=255, opacity=0
8848: red=255, green=255, blue=255, opacity=0
8849: red=255, green=255, blue=255, opacity=0
8850: red=99, green=114, blue=162, opacity=0
8851: red=26, green=51, blue=124, opacity=0
8852: red=19, green=52, blue=135, opacity=0
8853: red=18, green=54, blue=133, opacity=0
8854: red=21, green=54, blue=133, opacity=0
8855: red=21, green=54, blue=133, opacity=0
8856: red=18, green=54, blue=133, opacity=0
8857: red=21, green=54, blue=133, opacity=0
8858: red=21, green=54, blue=133, opacity=0
8859: red=16, green=49, blue=133, opacity=0
8860: red=26, green=53, blue=131, opacity=0
8861: red=11, green=44, blue=122, opacity=0
8862: red=21, green=54, blue=133, opacity=0
8863: red=18, green=56, blue=136, opacity=0
8864: red=18, green=54, blue=133, opacity=0
8865: red=19, green=54, blue=135, opacity=0
8866: red=18, green=56, blue=132, opacity=0
8867: red=26, green=53, blue=131, opacity=0
8868: red=16, green=54, blue=133, opacity=0
8869: red=16, green=54, blue=136, opacity=0
8870: red=16, green=54, blue=133, opacity=0
8871: red=16, green=54, blue=136, opacity=0
8872: red=180, green=157, blue=73, opacity=0
8873: red=81, green=92, blue=113, opacity=0
8874: red=90, green=110, blue=160, opacity=0
8875: red=46, green=79, blue=141, opacity=0
8876: red=13, green=49, blue=125, opacity=0
8877: red=97, green=122, blue=172, opacity=0
8878: red=123, green=134, blue=178, opacity=0
8879: red=19, green=48, blue=119, opacity=0
8880: red=100, green=124, blue=181, opacity=0
8881: red=40, green=67, blue=136, opacity=0
8882: red=20, green=50, blue=125, opacity=0
8883: red=18, green=52, blue=132, opacity=0
8884: red=50, green=77, blue=146, opacity=0
8885: red=73, green=97, blue=156, opacity=0
8886: red=103, green=119, blue=171, opacity=0
8887: red=148, green=169, blue=205, opacity=0
8888: red=133, green=154, blue=189, opacity=0
8889: red=113, green=140, blue=188, opacity=0
8890: red=140, green=162, blue=200, opacity=0
8891: red=74, green=102, blue=165, opacity=0
8892: red=84, green=103, blue=155, opacity=0
8893: red=121, green=142, blue=187, opacity=0
8894: red=56, green=84, blue=152, opacity=0
8895: red=84, green=107, blue=165, opacity=0
8896: red=170, green=179, blue=202, opacity=0
8897: red=122, green=149, blue=195, opacity=0
8898: red=162, green=182, blue=218, opacity=0
8899: red=151, green=162, blue=188, opacity=0
8900: red=140, green=154, blue=187, opacity=0
8901: red=65, green=81, blue=146, opacity=0
8902: red=18, green=45, blue=129, opacity=0
8903: red=51, green=72, blue=137, opacity=0
8904: red=40, green=73, blue=146, opacity=0
8905: red=13, green=49, blue=125, opacity=0
8906: red=56, green=84, blue=152, opacity=0
8907: red=105, green=131, blue=182, opacity=0
8908: red=84, green=107, blue=165, opacity=0
8909: red=19, green=45, blue=121, opacity=0
8910: red=21, green=55, blue=126, opacity=0
8911: red=40, green=67, blue=136, opacity=0
8912: red=40, green=67, blue=136, opacity=0
8913: red=13, green=49, blue=125, opacity=0
8914: red=21, green=54, blue=133, opacity=0
8915: red=40, green=67, blue=136, opacity=0
8916: red=17, green=49, blue=129, opacity=0
8917: red=18, green=54, blue=133, opacity=0
8918: red=65, green=81, blue=146, opacity=0
8919: red=29, green=67, blue=142, opacity=0
8920: red=29, green=67, blue=142, opacity=0
8921: red=57, green=90, blue=160, opacity=0
8922: red=95, green=128, blue=182, opacity=0
8923: red=66, green=93, blue=160, opacity=0
8924: red=28, green=56, blue=125, opacity=0
8925: red=67, green=90, blue=151, opacity=0
8926: red=62, green=78, blue=139, opacity=0
8927: red=17, green=53, blue=128, opacity=0
8928: red=19, green=48, blue=119, opacity=0
8929: red=138, green=151, blue=189, opacity=0
8930: red=255, green=255, blue=253, opacity=0
8931: red=250, green=253, blue=254, opacity=0
8932: red=148, green=158, blue=187, opacity=0
8933: red=132, green=155, blue=197, opacity=0
8934: red=138, green=150, blue=181, opacity=0
8935: red=113, green=133, blue=178, opacity=0
8936: red=90, green=120, blue=180, opacity=0
8937: red=219, green=227, blue=237, opacity=0
8938: red=132, green=148, blue=187, opacity=0
8939: red=123, green=146, blue=187, opacity=0
8940: red=170, green=179, blue=202, opacity=0
8941: red=78, green=98, blue=146, opacity=0
8942: red=97, green=122, blue=172, opacity=0
8943: red=122, green=140, blue=180, opacity=0
8944: red=90, green=110, blue=160, opacity=0
8945: red=78, green=98, blue=146, opacity=0
8946: red=113, green=140, blue=188, opacity=0
8947: red=122, green=140, blue=180, opacity=0
8948: red=113, green=134, blue=184, opacity=0
8949: red=84, green=103, blue=155, opacity=0
8950: red=187, green=202, blue=227, opacity=0
8951: red=67, green=90, blue=151, opacity=0
8952: red=19, green=45, blue=121, opacity=0
8953: red=20, green=50, blue=125, opacity=0
8954: red=29, green=67, blue=142, opacity=0
8955: red=18, green=52, blue=132, opacity=0
8956: red=18, green=45, blue=129, opacity=0
8957: red=18, green=56, blue=136, opacity=0
8958: red=19, green=52, blue=135, opacity=0
8959: red=24, green=52, blue=136, opacity=0
8960: red=67, green=90, blue=151, opacity=0
8961: red=128, green=127, blue=104, opacity=0
8962: red=143, green=137, blue=101, opacity=0
8963: red=16, green=52, blue=132, opacity=0
8964: red=18, green=56, blue=132, opacity=0
8965: red=18, green=56, blue=132, opacity=0
8966: red=19, green=54, blue=135, opacity=0
8967: red=16, green=54, blue=133, opacity=0
8968: red=16, green=54, blue=136, opacity=0
8969: red=18, green=56, blue=132, opacity=0
8970: red=18, green=54, blue=133, opacity=0
8971: red=19, green=45, blue=121, opacity=0
8972: red=29, green=55, blue=118, opacity=0
8973: red=19, green=54, blue=135, opacity=0
8974: red=26, green=53, blue=131, opacity=0
8975: red=21, green=55, blue=126, opacity=0
8976: red=18, green=56, blue=132, opacity=0
8977: red=19, green=54, blue=135, opacity=0
8978: red=11, green=46, blue=130, opacity=0
8979: red=21, green=54, blue=133, opacity=0
8980: red=16, green=54, blue=133, opacity=0
8981: red=18, green=54, blue=133, opacity=0
8982: red=21, green=54, blue=133, opacity=0
8983: red=97, green=122, blue=172, opacity=0
8984: red=255, green=255, blue=255, opacity=0
8985: red=255, green=255, blue=255, opacity=0
8986: red=255, green=255, blue=255, opacity=0
8987: red=255, green=255, blue=255, opacity=0
8988: red=255, green=255, blue=255, opacity=0
8989: red=255, green=255, blue=255, opacity=0
8990: red=255, green=255, blue=255, opacity=0
8991: red=255, green=255, blue=255, opacity=0
8992: red=255, green=255, blue=255, opacity=0
8993: red=255, green=255, blue=255, opacity=0
8994: red=255, green=255, blue=255, opacity=0
8995: red=78, green=98, blue=146, opacity=0
8996: red=13, green=49, blue=125, opacity=0
8997: red=11, green=44, blue=122, opacity=0
8998: red=26, green=53, blue=131, opacity=0
8999: red=18, green=56, blue=132, opacity=0
9000: red=16, green=49, blue=133, opacity=0
9001: red=18, green=54, blue=133, opacity=0
9002: red=16, green=54, blue=133, opacity=0
9003: red=16, green=54, blue=133, opacity=0
9004: red=16, green=54, blue=133, opacity=0
9005: red=16, green=54, blue=136, opacity=0
9006: red=18, green=56, blue=132, opacity=0
9007: red=18, green=54, blue=133, opacity=0
9008: red=19, green=45, blue=121, opacity=0
9009: red=29, green=55, blue=118, opacity=0
9010: red=19, green=54, blue=135, opacity=0
9011: red=26, green=53, blue=131, opacity=0
9012: red=21, green=55, blue=126, opacity=0
9013: red=18, green=56, blue=132, opacity=0
9014: red=19, green=54, blue=135, opacity=0
9015: red=11, green=46, blue=130, opacity=0
9016: red=71, green=83, blue=116, opacity=0
9017: red=156, green=146, blue=93, opacity=0
9018: red=85, green=90, blue=103, opacity=0
9019: red=192, green=209, blue=227, opacity=0
9020: red=74, green=102, blue=165, opacity=0
9021: red=17, green=49, blue=129, opacity=0
9022: red=89, green=114, blue=169, opacity=0
9023: red=132, green=148, blue=187, opacity=0
9024: red=26, green=51, blue=124, opacity=0
9025: red=100, green=124, blue=181, opacity=0
9026: red=56, green=84, blue=152, opacity=0
9027: red=19, green=45, blue=121, opacity=0
9028: red=21, green=53, blue=130, opacity=0
9029: red=40, green=67, blue=136, opacity=0
9030: red=100, green=124, blue=181, opacity=0
9031: red=113, green=140, blue=188, opacity=0
9032: red=67, green=85, blue=140, opacity=0
9033: red=130, green=151, blue=193, opacity=0
9034: red=192, green=209, blue=227, opacity=0
9035: red=186, green=196, blue=217, opacity=0
9036: red=141, green=154, blue=182, opacity=0
9037: red=122, green=140, blue=180, opacity=0
9038: red=152, green=173, blue=209, opacity=0
9039: red=84, green=103, blue=155, opacity=0
9040: red=90, green=110, blue=160, opacity=0
9041: red=170, green=179, blue=202, opacity=0
9042: red=122, green=149, blue=195, opacity=0
9043: red=162, green=182, blue=218, opacity=0
9044: red=151, green=162, blue=188, opacity=0
9045: red=133, green=159, blue=202, opacity=0
9046: red=57, green=81, blue=142, opacity=0
9047: red=18, green=45, blue=129, opacity=0
9048: red=74, green=102, blue=165, opacity=0
9049: red=47, green=81, blue=151, opacity=0
9050: red=20, green=50, blue=125, opacity=0
9051: red=50, green=77, blue=146, opacity=0
9052: red=97, green=122, blue=172, opacity=0
9053: red=67, green=90, blue=151, opacity=0
9054: red=21, green=55, blue=126, opacity=0
9055: red=19, green=48, blue=119, opacity=0
9056: red=57, green=90, blue=160, opacity=0
9057: red=40, green=67, blue=136, opacity=0
9058: red=17, green=49, blue=129, opacity=0
9059: red=40, green=67, blue=136, opacity=0
9060: red=74, green=102, blue=165, opacity=0
9061: red=17, green=49, blue=129, opacity=0
9062: red=19, green=54, blue=135, opacity=0
9063: red=46, green=79, blue=141, opacity=0
9064: red=21, green=55, blue=126, opacity=0
9065: red=24, green=52, blue=136, opacity=0
9066: red=50, green=77, blue=146, opacity=0
9067: red=79, green=109, blue=173, opacity=0
9068: red=27, green=60, blue=137, opacity=0
9069: red=26, green=51, blue=124, opacity=0
9070: red=56, green=84, blue=152, opacity=0
9071: red=51, green=72, blue=137, opacity=0
9072: red=13, green=49, blue=125, opacity=0
9073: red=19, green=48, blue=119, opacity=0
9074: red=138, green=151, blue=189, opacity=0
9075: red=255, green=255, blue=253, opacity=0
9076: red=250, green=253, blue=254, opacity=0
9077: red=144, green=159, blue=195, opacity=0
9078: red=120, green=134, blue=170, opacity=0
9079: red=132, green=146, blue=181, opacity=0
9080: red=108, green=130, blue=173, opacity=0
9081: red=90, green=120, blue=180, opacity=0
9082: red=226, green=230, blue=238, opacity=0
9083: red=170, green=179, blue=202, opacity=0
9084: red=122, green=140, blue=180, opacity=0
9085: red=175, green=195, blue=218, opacity=0
9086: red=170, green=181, blue=210, opacity=0
9087: red=165, green=185, blue=212, opacity=0
9088: red=164, green=179, blue=210, opacity=0
